Name;Descrição;Função;Dificuldade;Skills;Skins;Link
Malphite;Uma criatura gigantesca de pedra viva, Malphite pena para impor ordem abençoada em um mundo caótico. Nascido como um fragmento servil de um obelisco de outro mundo conhecido como Monolito, ele usou sua tremenda força elemental para manter e proteger seu...;Tanque / Mago;Baixa;['Escudo de Granito', 'Fragmento Sísmico', 'Trovoada', 'Estrondar Terreno', 'Força Incontrolável'];['Malphite Irlandês', 'Malphite Recife de Coral', 'Malphite de Mármore', 'Malphite de Obsidiana', 'Malphite Glacial', 'Mech Malphite', 'Malphite Barca de Ferro', 'Malphite Odisseia', 'Malphite Estrela Negra', 'Malphite Estrela Negra de Prestígio', 'FPX Malphite', 'Malphite Deus Antigo', 'Malphite Guardião Lunar'];https://www.leagueoflegends.com//pt-br/champions/malphite/
Malzahar;Um vidente fanático dedicado à unificação de toda a vida, Malzahar realmente acredita que o Vazio que recém surgiu é o caminho para a salvação de Runeterra. Na desolação do deserto de Shurima, ele seguiu as vozes que sussurravam em sua mente por todo o...;Mago;Média;['Oscilação do Vazio', 'Chamado do Vazio', 'Enxame do Vazio', 'Visões Maléficas', 'Aperto Ínfero'];['Malzahar Vizir', 'Malzahar Príncipe das Sombras', 'Malzahar Gênio da Lâmpada', 'Malzahar Suserano', 'Malzahar Dia Nevado', 'Malzahar Chefão', 'Malzahar Hextec', 'Malzahar Quebra-mundos', 'Melzahar', 'Malzahar Galante', 'Malzahar Três Honras', 'Malzahar Empíreo'];https://www.leagueoflegends.com//pt-br/champions/malzahar/
Maokai;Maokai é um grande ente enfurecido que luta contra os terrores sobrenaturais da Ilhas das Sombras. Ele se transformou em uma força vingativa depois que um cataclisma mágico destruiu seu lar, sobrevivendo apenas através das Águas da Vida que estão...;Tanque / Suporte;Baixa;['Seiva Mágica', 'Esmagamento Espinhoso', 'Avanço Retorcido', 'Atirar Mudas', 'Garras da Natureza'];['Maokai de Carvão', 'Maokai Xamanista', 'Maokai Natalino', 'Maokai Assombrado', 'Maokai Goleiro', 'Miaukai', 'Maokai Vitorioso', 'Maokai Quebra-mundos', 'Maokai Astronauta', 'Maokai DRX'];https://www.leagueoflegends.com//pt-br/champions/maokai/
Master Yi;Master Yi treinou seu corpo e afiou sua mente para que pensamento e ação se tornassem quase um só. Embora ele prefira recorrer à violência como último recurso, a leveza e a velocidade de sua espada garantem uma resolução sempre veloz. Como um dos...;Assassino / Lutador;Média;['Ataque duplo', 'Ataque Alpha', 'Meditar', 'Estilo Wuju', 'Highlander'];['Master Yi Assassino', 'Master Yi, o Escolhido', 'Master Yi de Ionia', 'Samurai Yi', 'Master Yi Caçador de Cabeças', 'PROJETO: Yi', 'Master Yi Espada Cósmica', 'Yi Espada Eterna', 'Yi Boneco de Neve', 'Master Yi Lua Sangrenta', 'Master Yi PsyOps', 'Master Yi Galante', 'Master Yi Florescer Espiritual', 'Master Yi Florescer Espiritual de Prestígio', 'Master Yi Tinta Sombria', 'Master Yi Escamas Celestiais'];https://www.leagueoflegends.com//pt-br/champions/master-yi/
Milio;Milio é um menino de Ixtal com um coração enorme e caloroso. Apesar da pouca idade, dominou o axioma do fogo e descobriu algo novo: o fogo tranquilizante. Com esse novo poder, Milio quer ajudar sua família a escapar do exílio unindo-se aos Yun Tal, a...;Suporte / Mago;Média;['A Todo Vapor!', 'Ultramega Chute Flamejante', 'Fogueira Aconchegante', 'Abraços Quentinhos', 'Sopro de Vida'];['Milio Corte das Fadas'];https://www.leagueoflegends.com//pt-br/champions/milio/
Miss Fortune;Uma capitã de Águas de Sentina famosa por sua aparência e impiedade, Sarah Fortune chama atenção entre os criminosos calejados da cidade portuária. Ainda criança, ela viu o Rei dos Ladrões, Gangplank, assassinar sua família, um crime do qual ela se...;Atirador / Mago;Baixa;['Batida do Amor', 'Dois por Um', 'Desfilando', 'Chuva de Disparos', 'Metendo Bala'];['Miss Fortune Vaqueira', 'Miss Fortune de Waterloo', 'Miss Fortune Agente Secreta', 'Miss Fortune Natalina', 'Miss Fortune Guerreira das Estradas', 'Miss Fortune Cidade do Crime', 'Miss Fortune Fliperama', 'Capitã Fortune', 'Miss Fortune Curtindo o Verão', 'Miss Fortune Guardiã Estelar', 'Miss Fortune Vingadora Exocósmica', 'Miss Fortune Pijaminha Estelar', 'Miss Fortune Feiticeira', 'Miss Fortune Feiticeira de Prestígio', 'Miss Fortune Destruída', 'Miss Fortune Coelha de Batalha', 'Miss Fortune Feiticeira de Prestígio (2022)', 'Miss Fortune Pacto Quebrado', 'Miss Fortune Pacto Quebrado de Prestígio', 'Miss Fortune de Porcelana'];https://www.leagueoflegends.com//pt-br/champions/miss-fortune/
Mordekaiser;Morto e renascido duas vezes, Mordekaiser é um cruel comandante de uma época perdida. Ele usa a arte da necromancia para aprisionar almas e torná-las submissas pela eternidade. Hoje em dia, poucos se lembram das primeiras conquistas ou conhecem a real...;Lutador / Mago;Média;['Ascensão das Trevas', 'Obliterar', 'Indestrutível', 'Aperto Mortal', 'Reino da Morte'];['Mordekaiser Dracônico', 'Mordekaiser Infernal', 'Mordekaiser Pentakill', 'Lorde Mordekaiser', 'Mordekaiser Rei de Paus', 'Mordekaiser Estrela Negra', 'PROJETO: Mordekaiser', 'Mordekaiser Pentakill III: Lost Chapter', 'Mordekaiser Velho Oeste', 'Mordekaiser Cavaleiro Zumbi das Cinzas', 'Mordekaiser Deus Antigo'];https://www.leagueoflegends.com//pt-br/champions/mordekaiser/
Morgana;Dividida entre sua natureza mortal e celestial, Morgana prendeu as asas para preservar sua humanidade e inflige sua dor e amargura nos desonestos e corruptos. Ela rejeita as leis e tradições que considera injustas e luta pela verdade nas sombras de...;Mago / Suporte;Baixa;['Sifão da Alma', 'Ligação das Trevas', 'Sombra Atormentada', 'Escudo Negro', 'Grilhões da Alma'];['Morgana Exilada', 'Morgana Pesadelo Culinário', 'Morgana Mestra das Lâminas', 'Morgana Espinhos Negros', 'Morgana Noiva Fantasma', 'Morgana Vitoriosa', 'Morgana Espectro Lunar', 'Morgana Feiticeira', 'Morgana Imperatriz Majestosa', 'Morgana Congregação das Bruxas', 'Morgana Emissária da Luz', 'Morgana Feiticeira de Prestígio', 'Morgana Nêmesis Estelar', 'Morgana Lua Nevada', 'Morgana de Porcelana'];https://www.leagueoflegends.com//pt-br/champions/morgana/
Naafiri;Pelas areias de Shurima, um coro de uivos ressoa. É o chamado dos cães das dunas, predadores vorazes que formam matilhas e disputam o direito de caçar nessas terras áridas. Entre eles, uma matilha se destaca, pois é movida não apenas por instintos...;Assassino / Lutador;Baixa;['Em Maior Número', 'Adagas Darkin', 'Caça dos Cães', 'Eviscerar', 'Chamado da Matilha'];['Naafiri Soul Fighter', 'PROJETO: Naafiri'];https://www.leagueoflegends.com//pt-br/champions/naafiri/
Nami;Uma jovem e obstinada vastaya dos mares, Nami é uma das primeiras integrantes da tribo Marai a sair das ondas e se aventurar na terra seca, onde seus antigos acordos com os targonianos foram quebrados. Com nenhuma outra opção, ela decidiu que seria ela...;Suporte / Mago;Média;['Maré Oscilante', 'Prisão Aquática', 'Vazante e Fluxo', 'Bênção da Conjuradora', 'Maré Violenta'];['Nami Koi', 'Nami Iara', 'Nami, a Sereia-Boi', 'Nami das Profundezas', 'SKT T1 Nami', 'Nami Cibernética', 'Nami Cajado Esplendoroso', 'Nami Destino Cósmico', 'Nami Feiticeira', 'Nami Embalos no Espaço', 'Nami Embalos no Espaço de Prestígio', 'Nami Congregação das Bruxas'];https://www.leagueoflegends.com//pt-br/champions/nami/
Nasus;"Nasus é um majestoso Ascendente com cabeça de chacal da antiga Shurima; uma figura heroica considerada semideus pelo povo do deserto. Ferozmente inteligente, ele foi um guardião do conhecimento e estrategista sem igual cuja sabedoria guiou o antigo...";Lutador / Tanque;Média;['Devorador de Almas', 'Ataque Sifão', 'Murchar', 'Fogo Espiritual', 'Fúria das Areias'];['Nasus Galáctico', 'Nasus Faraônico', 'Nasus Cavaleiro do Terror', 'Riot Nasus K-9', 'Nasus Infernal', 'Nasus Arquiduque', 'Nasus Quebra-mundos', 'Nasus Guardião Lunar', 'Nasus Máquina de Combate', 'Nasus Embalos no Espaço', 'Nasus Titã Blindado', 'Nasus Emissário da Escuridão'];https://www.leagueoflegends.com//pt-br/champions/nasus/
Nautilus;O golias armadurado conhecido como Nautilus, uma lenda solitária, tão velha quantos as primeiras docas que afundaram em Águas de Sentina, vaga pelas águas escuras da costa das Ilhas da Chama Azul. Levado por uma traição esquecida, ele ataca sem aviso...;Tanque / Suporte;Média;['Âncora Impactante', 'Lançar Âncora', 'Ira do Titã', 'Correnteza', 'Carga de Profundidade'];['Nautilus Abissal', 'Nautilus Subterrâneo', 'AstroNautilus', 'Nautilus Vigia', 'Nautilus Quebra-mundos', 'Nautilus Conquistador', 'Nautilus Pergaminhos Shan Hai', 'Nautilus Noite Apavorante', 'Nautilus Paladino Cósmico'];https://www.leagueoflegends.com//pt-br/champions/nautilus/
Neeko;Nativa de uma tribo vastaya há muito esquecida, Neeko consegue se misturar em qualquer multidão, assumindo a aparência dos outros e até mesmo absorvendo parte de seu estado emocional para identificar de imediato quem é amigo ou inimigo. Nunca se sabe...;Mago / Suporte;Média;['Encanto Inerente', 'Explosão Florescente', 'Metamorfa', 'Farpas Emaranhadas', 'Florescer Repentino'];['Neeko Inverno Mágico', 'Neeko Guardiã Estelar', 'Neeko Guardiã Estelar de Prestígio', 'Neeko Pergaminhos Shan Hai', 'Neeko Guardiã Estelar de Prestígio (2022)', 'Neeko Feiticeira', 'Neeko Demônios Urbanos'];https://www.leagueoflegends.com//pt-br/champions/neeko/
Nidalee;Criada na mais profunda das selvas, Nidalee é uma rastreadora especialista que pode se transformar em um puma à sua vontade. Nem animal nem mulher, ela defende com ferocidade seu território de todo e qualquer invasor, com armadilhas cuidadosamente...;Assassino / Mago;Alta;['Espreitar', 'Arremessar Lança / Bote', 'Arapuca / Investida', 'Ímpeto Selvagem / Patada', 'Aspecto do Puma'];['Nidalee Nevada', 'Nidalee Leopardo', 'Nidalee Camareira Francesa', 'Nidalee Faraônica', 'Nidalee Feiticeira', 'Nidalee Caçadora de Cabeças', 'Nidalee Reinos Combatentes', 'Nidalee Desafiante', 'Nidalee Supergaláctica', 'Nidalee Emissária da Luz', 'Nidalee Caçadora Cósmica', 'Nidalee DWG', 'Nidalee Canção do Oceano', 'Nidalee Gatinha', 'Nidalee La Ilusión'];https://www.leagueoflegends.com//pt-br/champions/nidalee/
Nilah;Nilah, uma guerreira asceta de uma terra distante, busca os oponentes mais gigantescos e mortais do mundo para poder desafiá-los e destruí-los. Tendo conquistado seu poder após enfrentar o demônio da alegria, que estava aprisionado há muito tempo, ela...;Lutador / Assassino;Alta;['Alegria Eterna', 'Lâmina Sem Forma', 'Véu Jubiloso', 'Turbilhão', 'Apoteose'];['Nilah Guardiã Estelar', 'Nilah Congregação das Bruxas'];https://www.leagueoflegends.com//pt-br/champions/nilah/
Nocturne;Uma fusão demoníaca provinda dos pesadelos que assombram todas as mentes sencientes, a coisa conhecida como Nocturne se tornou uma força primordial de puro terror. De aspecto caótico e líquido, ele é uma sombra sem rosto com olhos frios e armada com...;Lutador / Assassino;Média;['Lâminas Sombrias', 'Portador do Anoitecer', 'Proteção das Trevas', 'Horror Indescritível', 'Paranoia'];['Nocturne Terror Congelante', 'Nocturne do Vazio', 'Nocturne Devastador', 'Nocturne Assombroso', 'Nocturne Eternum', 'Nocturne Revenã Maldito', 'Nocturne Deus Antigo', 'Nocturne Hextec', 'Nocturne Pacto Quebrado', 'Nocturne Empíreo'];https://www.leagueoflegends.com//pt-br/champions/nocturne/
Nunu e Willump;Era uma vez um garoto que queria provar a todos que poderia ser um herói indo matar um terrível monstro... mas que no fim descobriu que esse monstro era um solitário yeti mágico que só queria um amigo. Unidos por um antigo poder e compartilhando um amor...;Tanque / Mago;Média;['Chamado de Freljord', 'Consumir', 'A Maior Bola de Neve de Todas!', 'Rajada de Bolas de Neve', 'Zero Absoluto'];['Nunu e Willump Pé-Grande', 'Nunu e Willump Natalinos', 'Nunu e Willump Bicho-Papão', 'Nunu e Willump Robótico', 'Nunu e Willump Demolidor', 'TPA Nunu e Willump', 'Nunu e Willump Zumbi', 'Nunu e Willump de Papel', 'Nunu e Willump Embalos no Espaço', 'Nunu e Mellump', 'Nunu e Willump Paladinos Cósmicos'];https://www.leagueoflegends.com//pt-br/champions/nunu/
Olaf;Uma força desenfreada de destruição, Olaf e seus machados não querem nada além de morrer em um combate glorioso. Vindo da brutal península de Freljord, Lokfar, ele recebeu uma profecia que dizia que ele teria uma morte pacífica: o destino de um covarde...;Lutador / Tanque;Baixa;['Fúria Berserker', 'Ressaca', 'Duro na Queda', 'Balanço Temerário', 'Ragnarok'];['Olaf Esquecido', 'Olaf Glacial', 'Brolaf', 'Olaf Pentakill', 'Olaf Saqueador', 'Olaf Açougueiro', 'SKT T1 Olaf', 'Olaf Caçador de Dragões', 'Olaf Sentinela', 'Olaf Pentakill III: Lost Chapter', 'Olaf Infernal'];https://www.leagueoflegends.com//pt-br/champions/olaf/
Orianna;Orianna já foi uma menina curiosa de carne e osso, mas agora é uma maravilha tecnológica composta inteiramente de engrenagens. Ela ficou terrivelmente doente depois de um acidente em um dos distritos inferiores de Zaun e seu corpo enfraquecido teve que...;Mago / Suporte;Média;['Dando Corda', 'Comando: Atacar', 'Comando: Dissonância', 'Comando: Proteger', 'Comando: Onda de Choque'];['Orianna Gótica', 'Orianna Fantoche Macabro', 'Orianna Artesã das Lâminas', 'TPA Orianna', 'Orianna Inverno Mágico', 'Orianna Cupido Mortal', 'Orianna Estrela Negra', 'Orianna Vitoriosa', 'Orianna Curtindo o Verão', 'Abelhianna', 'Orianna Guardiã Estelar'];https://www.leagueoflegends.com//pt-br/champions/orianna/
Ornn;Ornn é o espírito Freljordano da forja e da artesania. Ele trabalha na solidão de uma enorme fornalha, construída a marteladas por entre as cavernas de lava do vulcão Pedra-Lar. Lá, ele aquece caldeirões de pedra fundida para purificar metais e forjar...;Tanque;Média;['Forja Viva', 'Ruptura Vulcânica', 'Fôlego do Fole', 'Investida Calcinante', 'Chamado do Deus da Forja'];['Ornn Senhor do Trovão', 'Ornn Sabugueiro', 'Ornn Embalos no Espaço', 'Ornn Piuí Tic Tac'];https://www.leagueoflegends.com//pt-br/champions/ornn/
Pantheon;Antes um relutante portador do Aspecto da Guerra, Atreus conseguiu sobreviver quando o poder celestial dentro dele foi morto, recusando-se a sucumbir a um golpe que arrancou estrelas do céu. Com o tempo, ele aprendeu a usar o poder de sua própria...;Lutador / Assassino;Média;['Determinação Mortal', 'Lança Meteórica', 'Escudo-Cometa', 'Égide Impetuosa', 'Constelação Cadente'];['Pantheon Mirmidão', 'Pantheon Implacável', 'Pantheon Perseu', 'Pantheon Blindado', 'Pantheon Gladiador', 'Pantheon Caçador de Dragões', 'Pantheon Caça-Zumbis', 'Tortheon', 'Pulsefire Pantheon', 'Pantheon Destruído', 'Pantheon Ascendente de Prestígio', 'Pantheon Conquistador das Cinzas'];https://www.leagueoflegends.com//pt-br/champions/pantheon/
Poppy;Runeterra não está em falta de campeões valentes, mas poucos são tão tenazes quanto Poppy. Carregando o lendário martelo de Orlon, uma arma que tem o dobro de seu tamanho, essa yordle determinada tem passado muitos anos procurando em segredo pelo...;Tanque / Lutador;Média;['Embaixadora de Ferro', 'Choque do Martelo', 'Presença Inabalável', 'Investida Heroica', 'Veredito da Guardiã'];['Poppy de Noxus', 'Poppirulito', 'Poppy Ferreira', 'Poppy Boneca de Pano', 'Poppy Guerreira Real', 'Poppy Martelo Escarlate', 'Poppy Guardiã Estelar', 'Poppy Cervo da Neve', 'Poppy Hextec', 'Poppy Astronauta', 'Poppy Feiticeira', 'Poppy Kawaii Café'];https://www.leagueoflegends.com//pt-br/champions/poppy/
Pyke;Um arpoador renomado vindo das Docas da Matança nas Águas de Sentina, Pyke deveria ter encontrado sua morte na barriga de um gigante Peixe-Jaula... mas, ainda assim, ele retornou. Agora, vagando pelos becos úmidos de sua cidade natal, ele usa seus novos...;Suporte / Assassino;Média;['Dádiva dos Afogados', 'Espeto de Osso', 'Mergulho Fantasma', 'Ressaca Espectral', 'Morte das Profundezas'];['Pyke Espectro das Areias', 'Pyke Lua Sangrenta', 'PROJETO: Pyke', 'Pyke PsyOps', 'Pyke Sentinela', 'Pyke Guerreiro das Cinzas', 'Pyke Empíreo', 'Pyke Soul Fighter', 'Pyke Soul Fighter de Prestígio'];https://www.leagueoflegends.com//pt-br/champions/pyke/
Qiyana;Na cidade-selva de Ixaocan, Qiyana planeja seu próprio e implacável caminho até o trono de Yun Tal. Última na fila para suceder seus pais, ela enfrenta qualquer um no seu caminho com uma confiança impetuosa e domínio sem precedentes sobre a magia...;Assassino;Alta;['Privilégio da Realeza', 'Cólera Elemental / Lâmina de Ixtal', 'Terraforme', 'Audácia', 'Suprema Demonstração de Talento'];['Qiyana Chefona', 'Qiyana True Damage', 'Qiyana True Damage de Prestígio', 'Qiyana Rainha de Batalha', 'Qiyana Lâmina do Trovão', 'Qiyana True Damage de Prestígio (2022)', 'Qiyana Imperatriz Lunar', 'Qiyana La Ilusión'];https://www.leagueoflegends.com//pt-br/champions/qiyana/
Quinn;Quinn é uma cavaleira patrulheira de elite de Demacia que cumpre missões perigosas no coração do território inimigo. Ela e sua águia lendária, Valor, possuem um vínculo inquebrável e seus inimigos muitas vezes são mortos antes de notarem que não estão...;Atirador / Assassino;Média;['Rapina', 'Investida Anuviante', 'Sentidos Apurados', 'Salto', 'Retaguarda do Inimigo'];['Quinn Fênix', 'Quinn Exploradora Bretã', 'Quinn Corsária', 'Quinn Cupido Mortal', 'Quinn Vigia', 'Quinn Guardiã Estelar'];https://www.leagueoflegends.com//pt-br/champions/quinn/
Rakan;Inconsistente e charmoso, Rakan é um conhecido encrenqueiro vastaya e o melhor dançarino de batalha da história da tribo Lhotlan. Para os humanos das montanhas de Ionia, seu nome sempre foi sinônimo de festivais mirabolantes, festas agitadas e música...;Suporte;Média;['Plumas Mágicas', 'Pena Reluzente', 'Entrada Triunfal', 'Dança da Batalha', 'Rapidez'];['Rakan Aurora Cósmica', 'Rakan Queridinho', 'SSG Rakan', 'IG Rakan', 'Rakan Guardião Estelar', 'Rakan Sabugueiro', 'Rakan Arcana', 'Rakan Pacto Quebrado', 'Rakan Guardião Estelar Redimido', 'Rakan Dracomante', 'Rakan Dracomante de Prestígio'];https://www.leagueoflegends.com//pt-br/champions/rakan/
Rammus;Idolatrado por muitos, dispensado por alguns e misterioso para todos, Rammus é um ser curioso e enigmático. Protegido por um casco espetado, ele inspira teorias cada vez mais divergentes sobre sua origem por onde quer que passe — de semideus, a oráculo...;Tanque;Média;['Casco Espetado', 'Bola do Poder', 'Bola Curva Defensiva', 'Provocação Enlouquecedora', 'Colisão Ascendente'];['Rammus Rei', 'Rammus Cromo', 'Rammus de Lava', 'Rammus de Freljord', 'Rammus Ninja', 'Rammus Blindado', 'Rammus Guardião das Areias', 'Rammus Zagueiro', 'Rammus Hextec', 'Rammus Astronauta', 'Rammus Defensor Jaquinha'];https://www.leagueoflegends.com//pt-br/champions/rammus/
Rek'Sai;A predadora perfeita, Rek'Sai é uma criatura do Vazio sem piedade que anda por túneis no subsolo para emboscar e devorar vítimas desavisadas. Sua fome insaciável já destruiu regiões inteiras do outrora gigantesco império de Shurima. Mercadores...;Lutador / Tanque;Baixa;"[""Fúria dos Xer'Sai"", 'Ira da Rainha / Sondar Presas', 'Escavar / Emergir', 'Mordida Feroz / Túnel', 'Investida do Vazio']";"[""Rek'Sai Eternum"", ""Rek'Sai Curtindo o Verão"", ""Rek'Sai Gelo Sombrio"", ""Rek'Sai Sabugueiro""]";https://www.leagueoflegends.com//pt-br/champions/rek-sai/
Rell;"Produto de um experimento brutal nas mãos da Rosa Negra, Rell é uma arma humana rebelde que está determinada a destruir Noxus. Sua infância foi repleta de sofrimento e horror; a jovem teve que suportar procedimentos indescritíveis para aperfeiçoar e...";Tanque / Suporte;Baixa;['A Ferro e Fogo', 'Golpe Estilhaçador', 'Ferromante: Queda Esmagadora', 'Investida Absoluta', 'Tempestade Magnética'];['Rell Rainha de Batalha', 'Rell Guardiã Estelar', 'Rell Velho Oeste'];https://www.leagueoflegends.com//pt-br/champions/rell/
Renata Glasc;Renata Glasc emergiu das cinzas de seu antigo lar com nada além da pesquisa alquímica de seus pais e seu próprio nome. Décadas se passaram, e ela se tornou a Baronesa da Química mais rica de Zaun, uma magnata que consolidou seu poder ligando os...;Suporte / Mago;Alta;['Financiamento', 'Negócio Fechado', 'Empréstimo', 'Programa de Fidelidade', 'Apropriação Agressiva'];['Almirante Glasc', 'Renata Glasc Noite Apavorante', 'Renata Glasc La Ilusión', 'Renata Glasc La Ilusión de Prestígio'];https://www.leagueoflegends.com//pt-br/champions/renata/
Renekton;Renekton é um aterrorizante e furioso ser Ascendente dos desertos escaldantes de Shurima. Ele já foi o guerreiro mais estimado de todo o seu império, levando os exércitos da nação a inúmeras vitórias. No entanto, após a queda do império, Renekton foi...;Lutador / Tanque;Baixa;['Domínio da Ira', 'Abater os Indefesos', 'Predador Desumano', 'Fatiar e Picar', 'Dominus'];['Renekton Galáctico', 'Renekton Australiano', 'Renekton Fúria Sanguinária', 'Renekton das Guerras Rúnicas', 'Renekton Terra Abrasada', 'Renekton Curtindo o Verão', 'Renekton Pré-histórico', 'SKT T1 Renekton', 'Bonekton', 'Renekton Hextec', 'Renekton Gelo Sombrio', 'PROJETO: Renekton', 'Renekton Emissário da Luz', 'Renekton Mundial 2023'];https://www.leagueoflegends.com//pt-br/champions/renekton/
Rengar;Rengar é um feroz caçador de troféus vastaya que gosta da emoção proporcionada pela caça e pelo abate de criaturas perigosas. Ele vasculha o mundo em busca das feras mais perigosas que pode encontrar, procurando principalmente por Kha'Zix, a criatura do...;Assassino / Lutador;Alta;['Predador Oculto', 'Selvageria', 'Rugido de Batalha', 'Boleadeiras', 'Furor da Caçada'];['Rengar Caçador de Cabeças', 'Rengar Caçador Noturno', 'Rengar SSW', 'Mech Rengar', 'Rengato', 'Rengar Guardião das Areias', 'Rengar Sentinela', 'Rengar Demônios Urbanos'];https://www.leagueoflegends.com//pt-br/champions/rengar/
Riven;Outrora mestra das espadas nos esquadrões de Noxus, agora Riven é uma expatriada em uma terra que um dia já tentou conquistar. Depois de alcançar os altos escalões do exército usando a força de sua convicção e sua brutal eficiência, ela foi recompensada...;Lutador / Assassino;Alta;['Lâmina Rúnica', 'Asas Quebradas', 'Explosão de Ki', 'Valentia', 'Lâmina do Exílio'];['Riven Redimida', 'Riven Elite Carmesim', 'Riven Coelha de Batalha', 'Riven Mundial 2012', 'Riven Espada Dracônica', 'Riven Fliperama', 'Riven Mundial 2012 Revigorada', 'Riven Emissária da Luz', 'Pulsefire Riven', 'Riven Espada Valorosa', 'Riven Espada Valorosa de Prestígio', 'Riven Florescer Espiritual', 'Riven Sentinela', 'Riven Coelha de Batalha Prime', 'Riven Espada Valorosa de Prestígio (2022)', 'Riven Pacto Quebrado', 'Riven Emboscada Primordial'];https://www.leagueoflegends.com//pt-br/champions/riven/
Rumble;Rumble é um jovem inventor irritadiço. Usando nada além de suas próprias mãos e uma pilha de sucata, o yordle briguento construiu um mecha colossal montado com um arsenal de arpões eletrificados e foguetes incendiários. Apesar de outros rirem de suas...;Lutador / Mago;Alta;['Titã do Ferro-Velho', 'Cospe-Fogo', 'Escudo de Sucata', 'Arpão Elétrico', 'O Equalizador'];['Rumble de Férias', 'Rumble Ratazana do Mar', 'Rumble Supergaláctico', 'Rumble Barão das Terras Áridas', 'Rumble Embalos no Espaço', 'Rumble Kawaii Café'];https://www.leagueoflegends.com//pt-br/champions/rumble/
Ryze;Considerado pela grande maioria como o mago mais habilidoso de Runeterra, Ryze é um arquimago ancião e amargo que carrega um enorme peso. Dotado de um enorme poder arcano e de uma notável estrutura física, ele busca incansavelmente pelas Runas Globais...;Mago;Média;['Maestria Arcana', 'Sobrecarregar', 'Prisão de Runa', 'Fluxo de Feitiço', 'Portal de Reinos'];['Ryze Jovem', 'Ryze Tribal', 'Tio Ryze', 'Ryze Triunfante', 'Mestre Ryze', 'Ryze Zumbi', 'Ryze Cristal Negro', 'Ryze Pirata', 'Ryze Barba Branca', 'SKT T1 Ryze', 'Ryze Mundial 2019', 'Ryze Guardião das Areias', 'Ryze Arcana'];https://www.leagueoflegends.com//pt-br/champions/ryze/
Samira;Samira encara a morte nos olhos com confiança inabalável, procurando diversão e adrenalina aonde quer que vá. Depois que seu lar em Shurima foi destruído quando ainda era criança, ela encontrou sua verdadeira vocação em Noxus, onde conquistou fama como...;Atirador / Assassino;Média;['Impulso Audacioso', 'Talento Natural', 'Voragem Afiada', 'Ímpeto Indomável', 'Gatilho Infernal'];['Samira PsyOps', 'Samira Embalos no Espaço', 'Samira Velho Oeste', 'Samira Soul Fighter'];https://www.leagueoflegends.com//pt-br/champions/samira/
Sejuani;Sejuani é a mãe de guerra Glacinata brutal e implacável da Garra do Inverno, uma das tribos mais temidas de Freljord. A sobrevivência de seu povo é uma batalha constante e desesperada contra os elementos, forçando-os a pilhar noxianos, demacianos e...;Tanque;Média;['Fúria do Norte', 'Ataque do Ártico', 'Ira do Inverno', 'Congelamento Permanente', 'Prisão Glacial'];['Sejuani Presas de Sabre', 'Sejuani Amazona das Trevas', 'Sejuani Tradicional', 'Sejuani Cavalaria Ursina', 'Sejuani Montada em Poro', 'Sejuani Caçadora de Feras', 'Sejuani Auryn', 'Sejuani Fogos de Artifício', 'Sejuani Hextec', 'PROJETO: Sejuani', 'Sejuani Eclipse Solar', 'Sejuani Vitoriosa'];https://www.leagueoflegends.com//pt-br/champions/sejuani/
Senna;Amaldiçoada desde a infância a ser perseguida pelo fenômeno sobrenatural da Névoa Negra, Senna se juntou à ordem dos Sentinelas da Luz e lutou bravamente contra seu destino. Ela acabou sendo morta e teve sua alma aprisionada em uma lanterna pelo cruel...;Suporte / Atirador;Média;['Absolvição', 'Escuridão Perfurante', 'Abraço Final', 'Maldição da Névoa Negra', 'Sombra da Alvorada'];['Senna True Damage', 'Senna True Damage de Prestígio', 'Senna Velho Oeste', 'PROJETO: Senna', 'Senna Eclipse Lunar', 'Senna Eclipse Lunar de Prestígio', 'Senna Feiticeira', 'Senna Guardiã Estelar', 'Senna Bênção do Inverno'];https://www.leagueoflegends.com//pt-br/champions/senna/
Seraphine;Nascida em Piltover e filha de zaunitas, Seraphine é capaz de ouvir a alma das pessoas. O mundo canta para ela, e ela canta em resposta. Esses sons a perturbavam quando era mais jovem, mas hoje ela os usa como inspiração, transformando o caos em uma...;Suporte / Mago;Baixa;['Presença de Palco', 'Nota Aguda', 'Som Envolvente', 'Ritmo Contagiante', 'Bis'];['Seraphine K/DA ALL OUT Indie', 'Seraphine K/DA ALL OUT Rumo ao Estrelato', 'Seraphine K/DA ALL OUT Superstar', 'Seraphine Fênix Graciosa', 'Seraphine Canção do Oceano', 'Seraphine Canção do Oceano de Prestígio', 'Seraphine Corte das Fadas', 'Seraphine Guardiã Estelar', 'Seraphine Ave de Batalha'];https://www.leagueoflegends.com//pt-br/champions/seraphine/
